False_Positive_Rate,True_Positive_Rate,Threshold
0.6135265700483091,0.9812834224598931,0.05742206191882365
0.621256038647343,0.9812834224598931,0.05534346377114691
0.621256038647343,0.983957219251337,0.05522037708114875
0.6260869565217392,0.983957219251337,0.05369621207850232
0.6260869565217392,0.9866310160427807,0.05352747241868734
0.6801932367149759,0.9866310160427807,0.0388916978267215
0.6801932367149759,0.9893048128342246,0.03884480792928574
0.7468599033816425,0.9893048128342246,0.02781574737000605
0.7468599033816425,0.9919786096256684,0.02781316117976322
0.7671497584541063,0.9919786096256684,0.02461639632006225
0.7671497584541063,0.9946524064171123,0.02445272247239444
0.8772946859903382,0.9946524064171123,0.008544727951765993
0.8772946859903382,0.9973262032085561,0.008501151963331786
0.9091787439613527,0.9973262032085561,0.0057179947317120405
0.9091787439613527,1.0,0.0057086149530841904
1.0,1.0,0.0015281072223812186
